school	count
温斯顿爵士邱吉尔中等学校	1
延世大学地质学学士	1
韩国艺术高等学校	1
北京大学；纽约大学	1
泰国国王科技大学	1
釜山艺术大学	1
东京都堀越高校	1
海南大学艺术学院音乐表演专业	1
学习院大学	1
庆熙大学工商管理系	1
福建三明音乐学院	1
北京电影学院表演系(2001级)	1
西北民族学院	1
守杨中学；春川农工高等学校；实用音乐艺术学院	1
中国传媒大学南广学院	1
香港浸会大学	1
美国伯特林音乐大学	1
韩国加图立大学 生物科	1
千叶县立安房高等学校	1
台北实践大学室内设计学系	1
中央工艺美术学院 （现清华大学美术学院）	1
伯明翰High Dlaie Girls School	1
韩国建国大学电影系	1
京畿大学	1
纽约音乐学校	1
“富连成”科班	1
私立醒吾技术学院（肄业）	1
罗马圣塞西莉亚音乐学院	1
华冈艺校舞蹈	1
浙江大学	1
北京林业大学	1
北爱尔兰大学	1
中国美术学院	1
Production Ace演技研究所	1
贵州师范大学音乐系	1
韩国中央大学戏剧电影系	1
四川省舞蹈学院曲艺专业	1
北京首都师范大学	1
中央大学戏剧电影学	1
东京声优学院	1
芝加哥大学	1
成都工贸职业技术学院	1
日本中央大学	1
明治大学文学部文学科演剧学专攻	1
香港三育书院（肄业）	1
四川音乐学院声乐系	1
圣玛丽天主教中学	1
武汉大学医学院临床专业	1
香港理工大学工商管理学	1
水g第一高等学校中退	1
台北市怀生国中	1
横滨国立大学	1
利拉艺术高等学校	1
佐贺女子高等学校	1
中央大学（2012年3月退学）	1
南京五中高中	1
湖南省艺术学校话剧班	1
辅仁大学（本科，双学位）北京大学（EMBA硕士）	1
上海戏剧学院表演系89届本科	1
比萨大学	1
北京电影学院2003级高职学院表演系	1
韩国中央大学	1
大同艺术学校	1
早稻田大学	1
武汉音乐学院（2010级）	1
金城学院大学	1
四川成都艺术职业学院	1
美国Berklee大学	1
香港华仁书院	1
PRODUCTION ACE演技研究所	1
中京大学	1
中兴高中	1
国立台湾政治大学科管所硕士	1
皇家威尔士音乐戏剧学院	1
庄敬高职表演艺术科	1
仁德大学 英文系（休学中）	1
李贤尧纪念中学	1
中国戏曲学院	1
柏林音乐学院（后担任院长）	1
大阪スク`ルオブミュ`ジック	1
韩国建国大学戏剧电影专业	1
冲绳表演艺术学校	1
嘉悦大学	1
高丽大学言论大学院（硕士）	1
香港城市大学	1
芳夷中学	1
北京演艺专修学院	1
西安交通大学	1
悉尼大学	1
费城柯蒂斯音乐学院	1
Ferris女学院大学日文科	1
朝鲜大学	1
四川美术学院舞美设计（在读）	1
大连外国语大学	1
京畿大学多媒体影像学科	1
青二塾东京校8期	1
加州圣莫尼卡学院	1
北京电影学院99级表演系本科	1
解放军艺术学院（戏剧表演系）	1
东吴大学音乐系	1
河南艺术职业学院	1
博允中学	1
星海音乐学院流行音乐系2006级本科班	1
纽约市立大学皇后学院	1
私立锦城高等学校	1
首尔广播艺术大学	1
韩国培化女子高中	1
新明训高等学校	1
UCLA大学语言学系 休学	1
南昌大学汉语言文学专业	1
阿德莱德高中	1
东京工业大学	1
中央党校	1
专修大学法学部中退	1
首尔女子大学社会福利学系	1
香港演艺学院	1
东京艺术大学音乐部作曲科	1
台中市西屯区至善国民中学（兆弦）	1
台湾世新大学传播系	1
秋溪艺术大学（为演戏而自退）	1
中国文化大学体育系	1
国际关系学院法国文学专业	1
广西大学	1
台湾国光艺校第四届	1
北京市风雷京剧团	1
上海电机学院	1
汉阳大学	1
北海道足寄町高等学校	1
明治大学附属中野高级中学	1
尚明女子大学毕业	1
新疆艺术学院音乐系（就读中）	1
广州市五羊金融财经职业学校	1
日本第一经济大学	1
帝京大学短期大学	1
康普顿百年纪念高中	1
桐朋学园艺术短期大学演剧学科	1
澳洲国立舞台艺术学院National Institute of Dramatic Arts	1
美国罗德岛设计学院	1
胜田声优学院	1
吉林艺术学院	1
陕西理工学院机械系	1
目白学园女子短期大学	1
香港无线电视台训练班第11期	1
星海音乐学院流行音乐演唱专业	1
澳大利亚墨尔本大学	1
苏州市评弹学校	1
北京戏曲艺术学院（表演系）	1
安阳师范学院	1
北大	1
霍尔姆斯查珀尔综合学校	1
中央戏剧学院（就读中）	1
上海师范大学	1
中国人民解放军艺术学院	1
首都师范大学	1
浙江湖州中学	1
中国社会科学院	1
藤女子高校	1
中央民族大学音乐	1
瑞士国际酒店管理大学	1
东京大学音乐艺术创作专业	1
东亚广播艺术大学（休学）	1
中国戏曲学院京剧表演专业	1
全英音乐学院	1
伯克利音乐学院 Fusion Music专业	1
长春市公共关系学校空乘与外事服务专业	1
汕头文化艺术学校	1
武汉科技大学	1
韩国仁川永善高中	1
同德女子高等学校	1
河北师范学院	1
数位首尔文化艺术大学戏剧电影系	1
国立政治大学	1
上海师范大学（硕士学位）	1
青二塾东京校第24期	1
现代音乐学院	1
北京电影学院表演系研修	1
首尔艺术大学放送演艺专业	1
长崎立长崎工业高等学校	1
松坡小学	1
城星学园	1
布里斯托大学	1
R.C. Palmer Secondary School	1
首尔高等学校	1
东京大学法律系	1
庆北外国语大学	1
湖南大学	1
国立艺术学院戏剧系	1
南京航空航天大学	1
崇实高中	1
赤峰学院音乐学院音乐表演专业	1
四川省艺术学校	1
武汉城建学院	1
北京电影学院表演系2006级	1
Fuji University	1
湖北省书画艺术学院	1
福冈hの西田川高校入学	1
东洋大学	1
香港树仁中学肄业	1
台北大学应用英语专业（就读中）	1
高等教育自学考试大专	1
格拉茨大学	1
谢克海茨高中	1
韩国开放网络大学综合艺术系研究所	1
八云中学	1
延吉POP现代音乐学院	1
广州星海音乐学院师范系作曲专业	1
湖南省艺术学校	1
广东外语艺术职业学院	1
东德女子大学实用音乐系	1
日本千叶县立安房高中	1
早稻田大学政治Ug学部	1
国立台湾大学	1
伯克利音乐学院	1
大阪府立大学社会福祉学研究科	1
韩国檀国大学影视演艺专业	1
香港玛丽诺中学	1
中国矿业大学	1
大阪薰英女学院高等学校	1
代代木动画学院福冈校	1
SAE institute	1
龙仁大学	1
美国基督教效力会基督书院	1
湖南艺术学院	1
大阪外国语大学印度尼西亚语专业	1
美国佐治亚大学图形设计系（休学）	1
中国文化大学戏剧学系	1
北京广播学院	1
John Casablancas Institute	1
加州州立大学北岭分校	1
师大附中	1
江陵高等学校	1
台湾国立艺术专科学校	1
上海戏剧学院	1
明智大学	1
中国传媒大学表演导演专业	1
Amusement Media综合学院东京校	1
肯特大学(University of Kent)	1
解放军通讯学院	1
汉阳女子大学	1
上海外国语大学	1
日本工学院	1
中央广播电视大学	1
中国音乐学院声乐系	1
成均馆大学	1
相模女子大学	1
利物浦艺术学院	1
Human Academy	1
全州商业高等学校	1
台湾台北国光艺校（国立台湾戏曲学校）	1
麦吉尔大学	1
世宗大学电影艺术学	1
京都明愿叩妊校	1
韩国江东高中	1
北京师范大学堂	1
东国大学戏剧电影系	1
早稻田大学（中途退学）	1
成都科技大学（现四川大学）	1
LoyolaHighSchool	1
不列颠哥伦比亚大学	1
台湾政治大学中文系	1
日本立教大学经济学部	1
David E. Rue Junior High	1
檀国大学戏剧电影系学士	1
中央戏剧学院2001级表演系本科	1
中国文化大学	1
The University of Arizona	1
韩国东得女子大学电视演艺表演系	1
市立景美女中	1
上海戏剧学院表演音乐剧系2008届	1
关西小学-文洋初中-丰浦高中-东京音乐大学	1
韩国湖原大学	1
Pro-Fit 声优养成所	1
广西创艺艺术职业学校	1
罗斯福总统高中	1
雪城大学	1
解放军艺术学院音乐系	1
日本ナレ`ション演技研究所	1
南通大学	1
韩国中央大学戏剧影视99系	1
加州大学洛杉矶分校	1
韩国东国大学演剧电影科	1
Princess Anne High School	1
淡江中学	1
上海立信会计学院	1
哈尔滨工程大学	1
北京大学研究生院	1
剑桥大学	1
汉阳女子高中	1
Rīgas 64. vidusskola	1
UCLA，哥伦比亚大学	1
牙买加科技大学	1
泰国国立法政大学	1
英属哥伦比亚大学（UBC）	1
檀国大学戏剧系97届	1
川崎综合科学高等学校	1
伯明翰大学	1
多伦多科技学院商业设计科	1
东京音乐及媒体艺术尚美专门学校	1
东方文化学院	1
弘益大学附属女高	1
北得克萨斯州大学登顿分校	1
新北市立林口国民中学	1
不详	1
琼斯学院预备高中	1
青海师范大学艺术系美术专业	1
庆熙网络大学文化艺术经营学系	1
庆熙大学后现代音乐系	1
美国音乐学院	1
迹见学园女子大学	1
明知大学	1
美国路易斯安那大学	1
芳草地国际学校	1
施泰伦音乐学院	1
内江师范学院音乐系	1
弗拉门戈青训	1
明新工专土木工程科	1
浙江省艺术学校培训	1
四川师范大学音乐学院声乐系	1
特拉维夫音乐学院	1
成都大学艺术学院影视表演专业	1
浦和T学校中途退学	1
GD：庆熙大学现代音乐系；太阳：大真大学	1
马尔康师范学校	1
中国传媒大学南广学院播音主持专业（就读中）	1
澳洲皇家墨尔本理工大学	1
国立大学	1
武藏野美术大学	1
Amusement Media总合学院	1
电子科技大学	1
美国网络高中	1
上海大学影视艺术学院	1
私立再兴中学高二休学	1
朱拉隆功大学建筑系	1
意大利帕维亚音乐学院	1
日本工学院专门学校	1
孔敬大学医学专业	1
逢甲大学 银行保险系	1
北京电影学院表演系配音专业	1
日本藤村女子中学（中途退学）	1
中国文化大学美术系	1
明新工专	1
曼彻斯特大学	1
韩国}文高等W校	1
五十团民族中学小学六年级一班	1
台北市华冈艺术学校	1
安大略省美术学院	1
中央音乐学院附属中等音乐学校	1
成都美视国际学校	1
北京四中	1
Bug In A Web	1
E.E. Jeter Elementary School	1
醒吾技术学院	1
美国佩斯大学	1
中学毕业	1
日出高校	1
弘益大学计算机工程学学士	1
韩国中央大学戏剧学院	1
韩国青云大学音乐系	1
墨尔本大学文学学士	1
莱斯利大学	1
水原女子大学	1
北京师范学院	1
蓝康恒大学传播艺术系	1
长弓影业公司第一期演员训练班	1
北原女子高级中学校	1
霍赫音乐学院	1
Amusement Media综合学院	1
四川大学工艺美术专业	1
檀国大学演剧电影科	1
同德女子大学放送演艺学专业	1
釜山大学机械动力工程（肄业）/又松信息大学（在读）	1
高中	1
北京电影学院	1
カリタス女子短期大学	1
台湾师范大学	1
圣哉三一歌	1
Koufuko Middle School	1
韩国大田Shilub专门大学	1
祥明大学电影科	1
国立台湾师范大学音乐系	1
小溪塔第二初级中学 宜昌市上海中学	1
Hammersmith School of Art	1
中央文化管理干部学院	1
日本旁白演技研究所	1
解放军艺术学院	1
俳协Voice Actors Studio声优养成所	1
庆熙大学	1
美国德克萨斯州立大学	1
天津汇文中学	1
明治学院大学经济学部商学科	1
武汉音乐学院作曲系	1
青云大学音乐放送系	1
福建师范大学	1
安徽理工大学	1
上海同济大学经济信息管理专业	1
台北大学	1
南投基督书院	1
明治大学法学院辍学	1
玫瑰岗学校	1
代代木动画学院高等部大宫校	1
Muse音乐学院	1
韩国中央大学艺术学院戏剧系	1
韩国肯特外语学校	1
上海戏剧学院表演系	1
Hall Cross School	1
新井高等学校	1
文学双学位	1
汉城艺术大学神学院	1
丰文女高	1
墨尔本大学	1
冠岳高中鲜文大学国语国文系	1
香港中文大学崇“基”学院	1
美国西北大学	1
日山白石高中	1
江苏师范大学声乐专业（2008级）	1
澳洲女子丁登文法学校	1
军浦中学校；山本工业高等学校	1
JTB Entertainment Academy	1
九州产业大学学院艺术（辍学）	1
莱比锡音乐学院	1
开南大学	1
塔腾维尔高中	1
Vanderbilt University	1
庆熙大学，中央大学研究生院	1
中国艺术研究院(1985年)	1
赣南医学专科学校	1
文藻外国语文专科学校	1
新北市私立南强高级工商职业学校	1
朱拉隆功大学体育系	1
邵阳师专	1
斡裣亓⒑凸夤际高等学校	1
中国地质大学（武汉）外语系英语专业	1
逗子开成高等学校	1
大阪音乐大学短期大学部	1
星海音乐学院师范系	1
广西医学院医疗系本科	1
广岛修道大学	1
独协大学外国学部德德语学科	1
Amusement Media综合学院声优学科	1
日本横滨市立大学经济系	1
中国工商专科学校五专部	1
列治文山中学	1
同德女子大学实用音乐系	1
山东政法学院	1
拉玛西亚青训	1
天主教辅仁大学	1
梨花女子大学研究生院	1
湖南公安高等专科学校	1
桐朋学园大学短期大学	1
MAUSU PROMOTION付属俳优养成所	1
四川音乐学院附属中学	1
香港德明中学	1
玉川大学文学部芸g学科(中途退学)	1
台北艺专	1
首尔艺术学院戏剧系	1
鞍山市68中学	1
北角官立小学	1
上智大学比较文化学部	1
St. Paul's Primary School	1
东新大学实用音乐系	1
拉脱维亚大学音乐学院，	1
n中央大学演剧系	1
洛杉矶音乐学院	1
深圳大学	1
东京音乐大学器乐专业钢琴科	1
福冈音乐专门学校	1
明知大学戏剧专业	1
多摩美术大学	1
杭州师范大学	1
忠清北道女子高等学校	1
国立高雄大学资讯管理学系	1
暹罗大学	1
韩国京畿大学多媒体影像学系	1
成均馆大学表演艺术系；建国大学言论宣传大学院	1
香港理工大学社会科学院	1
Kings Way Princeton England	1
北京民族大学附属中学	1
美国Northland大学	1
韩国艺术综合大学舞蹈系现代舞（拍剧中退）	1
广西艺术学院 四川音乐学院	1
中国戏曲学院（相声大专班）	1
台中技术学院	1
国立艺校	1
首尔翰林艺高中(2013年入学)	1
美国天母学校高中	1
台北市立启明学校	1
东京动画学院	1
四川大学外国语学院	1
省委党校	1
加尔各答大学	1
台湾台北国立中兴大学	1
韩国庆熙大学演剧电影科	1
明德女子高等学校	1
佐治亚州立大学	1
录音艺术专业	1
英国皇家音乐学院，加州大学洛杉矶分校	1
邮电学院	1
青森山田高中	1
江苏省戏曲学校	1
德阳中学	1
立命^大学U友Р	1
澳大利亚皇家墨尔本理工大学建筑系	1
音乐学院附中	1
上海音乐学院音乐戏剧系	1
台湾铭传大学	1
中央戏剧学院音乐剧表演专业（就读中）	1
英皇佐治五世学校	1
祥明女子大学	1
星海音乐学院	1
映像Techno Academia	1
UCLA（加州大学洛杉矶分校）	1
韩国庆熙大学言论情报大学	1
首尔Lila高等艺术学校	1
台北市中国文化大学音乐系	1
首尔艺术大学放送系演艺学科毕业	1
北京电影学院（肄业）	1
复兴美工	1
北京大学新闻系（本科）；中国传媒大学（硕士）	1
日本长崎县立佐世保东翔高等学校	1
美国政要保护学院	1
英国伦敦国王学院地理系	1
台南市中华医事大学	1
卡尔斯鲁厄国立音乐大学	1
多伦多大学，北京大学	1
美国波士顿学院(BOSTON COLLEGE)	1
江南大学	1
陕西机械学院	1
韩国中央大学艺术大学电影系	1
蚌埠五中	1
美国圣安东尼学院	1
上海音乐学院作曲系	1
釜山艺术高中音乐系	1
韩国大庆大学实用音乐学院	1
北京电影学院〔在读〕	1
广西华侨学校	1
云南师范大学	1
国立台湾艺术大学	1
海口琼台师范学院	1
东南工专土木科环保组	1
京都大学工程系	1
开浦高中	1
神户市外国语大学	1
北京现代音乐学院	1
西安音乐学院声乐表演专业	1
成都中医药大学	1
台北科技大学	1
马赛音乐院	1
武汉音乐学院	1
Avex Artist Academy	1
湖西大学实用音乐系（在读）	1
高中）	1
纽约曼哈顿音乐学院	1
北京师范大学附属中学	1
东放学园高等专修学校	1
早乙女学园（除去爱岛塞西尔）	1
悉尼科技大学，伊迪斯科文大学	1
李求恩纪念中学	1
广岛大学教育学部美术科	1
爱知县立小牧高等学校	1
江汉艺术职业学院	1
黑龙江省艺术学校	1
女子高等学校	1
明爱白英奇专业设计学校	1
黑龙江工业学院（鸡西大学）	1
山东菏泽音乐艺术专修学院	1
台湾中山大学文学院音乐系99级	1
泰国农业大学	1
俄罗斯国立音乐学院	1
罗德岛设计学院	1
北京戏曲学院（花旦）中央戏剧学院（表演系）	1
P's Voice Artist School	1
鲁顿大学	1
京都精华女子高等学校	1
现就读于爱尔兰香侬酒店管理学院	1
克拉克纪念国际高校	1
解放军艺术学院声乐系	1
韩国中央大学电影系	1
四川文化艺术学院	1
华冈艺校	1
美国长青州立大学	1
山东大学	1
可立中学，第十期无线艺员训练班	1
斡裣亓⒋口青陵高等学校	1
广东英德市华粤艺术学校	1
广东女子职业技术学院	1
文化大学广告学系	1
_|技gW院	1
首尔市江南区现代高中	1
东京大学教育学院教育心理学专业	1
玛利诺修院学校	1
松原大学	1
湖北中医学院	1
北京现代音乐研修学院音乐制作系2009级	1
圣三一学院	1
国立屏东农专畜牧科	1
台湾观光学院	1
南京艺术学院音乐系	1
中国逻辑与语言函授大学	1
庆熙大学后现代音乐专业	1
卡内基・梅隆大学戏剧系	1
美国旧金山艺术学院	1
波恩大学	1
黑龙江工程学院	1
声优学院青二塾东京校所	1
东京艺术座附属演剧本研究所	1
广西大学计算机系	1
上海音乐学院民乐系	1
韩国汉阳大学戏剧电影系	1
Cardinal Ambrozic Catholic Secondary School	1
安徽财经大学	1
首尔翰林艺术高中（后转入）	1
四川师范大学电影电视学院（今四川电影电视学院）	1
北京大学附属中学	1
台湾文化大学文学系	1
东国大学演剧系	1
密歇根大学和纽约大学	1
桐朋学园艺术短期大学	1
白岩高等学校	1
天津音乐学院2006级现代音乐系	1
西京大学模特演艺专业	1
湖南师范大学，解放军艺术学院	1
日本艺术高等学园	1
格拉斯哥大学	1
哈萨克斯坦国立艺术大学	1
四川师范大学表演系	1
Brigham Young University	1
St. Robert's Infant (1971)；St.Bernard's Primary (1972)	1
洗足学园大学音乐学部	1
桐朋学院艺术短期大学	1
沈阳工业大学	1
庆熙网路大学	1
世宗大学实用舞蹈系（休学）	1
东国大学演剧映像系	1
马哈・撒拉克玛体育大学	1
香港理工大学	1
岐阜h立大垣南高等学校	1
东新大学实用音乐科	1
云南艺术学院	1
Isleworth Polytechnic CollegeEaling Art College	1
泰国朱拉隆功大学	1
台北商专	1
台湾淡江大学	1
沈阳工业大学会计学系	1
首尔表演艺术高中	1
大西学院高校	1
西门女高	1
北京语言大学	1
韩国建国大学（电影系休学）	1
西南财经大学	1
中央戏剧学院（进修）	1
四川音乐学院 河南大学	1
北京电影学院表演系本科2000级	1
上海戏剧学院03级表演系本科	1
武藏野音乐大学声乐科	1
青山学院大学（中退）	1
英国约克圣约翰大学	1
中国戏曲学校	1
大阪艺术大学肄业	1
浙江理工大学建筑环境与设备工程系	1
香港教育学院音乐系	1
翰林娱乐艺术高中	1
泰国SUANUSIT大学	1
立命馆大学映像学部	1
西安中国画院	1
怀雅逊大学	1
福安师范学校	1
东京声专音乐学校（现昭和音乐艺术学院）	1
伦敦艺术大学油画系(2007年7月)	1
玉川大学艺术学部表演艺术学科	1
韩国中央大学公演影像学硕士	1
上海戏剧学院2004级表演系	1
延世大学（硕士）	1
湖南省广播电视大学	1
台中私立学校	1
朱拉隆功大学	1
汉阳大学 电视剧电影学科	1
仁川海洋科学高等学院	1
南京大学	1
